date,competition,weapon,bout_type,fencer_a,club_a,fencer_b,club_b,score_a,score_b,de_round,gender,fencer_a_uid,fencer_b_uid
2026-02-22,Central U17 Championship 2026 - Mens,foil,pool,Finley Diorio,South Wellington Fencing Club,Boshu Zeng,Hutt Valley Swords Club,5,3,,Mens,12243,12309
2026-02-22,Central U17 Championship 2026 - Mens,epee,pool,Cole Faalogo,Hawke's Bay Blades,Luca Van Tilburg,Hawke's Bay Blades,3,5,,Mens,12676,12677
2026-02-22,Central U17 Championship 2026 - Mens,epee,pool,Cole Faalogo,Hawke's Bay Blades,Finley Diorio,South Wellington Fencing Club,3,5,,Mens,12676,12243
2026-02-22,Central U17 Championship 2026 - Mens,epee,pool,Cole Faalogo,Hawke's Bay Blades,Shawn YuChen Li,JYD Swords Club,5,2,,Mens,12676,12702
2026-02-22,Central U17 Championship 2026 - Mens,epee,pool,Luca Van Tilburg,Hawke's Bay Blades,Finley Diorio,South Wellington Fencing Club,3,5,,Mens,12677,12243
2026-02-22,Central U17 Championship 2026 - Mens,epee,pool,Luca Van Tilburg,Hawke's Bay Blades,Shawn YuChen Li,JYD Swords Club,3,5,,Mens,12677,12702
2026-02-22,Central U17 Championship 2026 - Mens,epee,pool,Finley Diorio,South Wellington Fencing Club,Shawn YuChen Li,JYD Swords Club,3,5,,Mens,12243,12702
2026-02-22,Central U17 Championship 2026 - Mens,epee,pool,Corey Stephenson,Hawkes Bay Blades,William Hardman,Hawke's Bay Blades,4,5,,Mens,12561,12678
2026-02-22,Central U17 Championship 2026 - Mens,epee,pool,Corey Stephenson,Hawkes Bay Blades,Victor Hao Shan,JYD Swords Club,5,4,,Mens,12561,12715
2026-02-22,Central U17 Championship 2026 - Mens,epee,pool,Corey Stephenson,Hawkes Bay Blades,Jeremy Lin,Auckland Grammar School Fencing,2,5,,Mens,12561,12228
2026-02-22,Central U17 Championship 2026 - Mens,epee,pool,Corey Stephenson,Hawkes Bay Blades,Yanxi Li,Wellington Swords Club,5,0,,Mens,12561,12714
2026-02-22,Central U17 Championship 2026 - Mens,epee,pool,William Hardman,Hawke's Bay Blades,Victor Hao Shan,JYD Swords Club,1,5,,Mens,12678,12715
2026-02-22,Central U17 Championship 2026 - Mens,epee,pool,William Hardman,Hawke's Bay Blades,Jeremy Lin,Auckland Grammar School Fencing,2,5,,Mens,12678,12228
2026-02-22,Central U17 Championship 2026 - Mens,epee,pool,William Hardman,Hawke's Bay Blades,Yanxi Li,Wellington Swords Club,5,4,,Mens,12678,12714
2026-02-22,Central U17 Championship 2026 - Mens,epee,pool,Jeremy Lin,Auckland Grammar School Fencing,Yanxi Li,Wellington Swords Club,5,1,,Mens,12228,12714
2026-02-22,Central U17 Championship 2026 - Mens,epee,pool,Jeremy Lin,Auckland Grammar School Fencing,Victor Hao Shan,JYD Swords Club,5,4,,Mens,12228,12715
2026-02-22,Central U17 Championship 2026 - Mens,epee,pool,Yanxi Li,Wellington Swords Club,Victor Hao Shan,JYD Swords Club,4,5,,Mens,12714,12715
2026-02-22,Central U17 Championship 2026 - Mens,sabre,pool,Sean Eagle,Hawkes Bay Blades,Ben Huntley,Hawkes Bay Blades,5,0,,Mens,12321,12643
2026-02-22,Central U17 Championship 2026 - Mens,sabre,pool,Sean Eagle,Hawkes Bay Blades,Alex Chen,Hutt Valley Fencing Club,5,3,,Mens,12321,12423
2026-02-22,Central U17 Championship 2026 - Mens,sabre,pool,Sean Eagle,Hawkes Bay Blades,Aiden Hanham,Hawkes Bay Blades,5,2,,Mens,12321,12535
2026-02-22,Central U17 Championship 2026 - Mens,sabre,pool,Ben Huntley,Hawkes Bay Blades,Alex Chen,Hutt Valley Fencing Club,0,5,,Mens,12643,12423
2026-02-22,Central U17 Championship 2026 - Mens,sabre,pool,Ben Huntley,Hawkes Bay Blades,Aiden Hanham,Hawkes Bay Blades,0,5,,Mens,12643,12535
2026-02-22,Central U17 Championship 2026 - Mens,sabre,pool,Alex Chen,Hutt Valley Fencing Club,Aiden Hanham,Hawkes Bay Blades,5,1,,Mens,12423,12535
2026-02-22,Central U17 Championship 2026 - Mens,foil,de,Shiqi Liu,Wellington Fencing Club,Boshu Zeng,Hutt Valley Swords Club,15,14,Final,Mens,12382,12309
2026-02-22,Central U17 Championship 2026 - Mens,foil,de,Arion Wang,Hutt Valley Swords Club,Shiqi Liu,Wellington Fencing Club,12,15,SF,Mens,12069,12382
2026-02-22,Central U17 Championship 2026 - Mens,foil,de,Boshu Zeng,Hutt Valley Swords Club,David Jokuti,South Wellington Fencing Club,15,7,SF,Mens,12309,12241
2026-02-22,Central U17 Championship 2026 - Mens,foil,de,Murphy Wang,WEL Fencing Club,Shiqi Liu,Wellington Fencing Club,14,15,QF,Mens,12547,12382
2026-02-22,Central U17 Championship 2026 - Mens,foil,de,Finley Diorio,South Wellington Fencing Club,Boshu Zeng,Hutt Valley Swords Club,9,15,QF,Mens,12243,12309
2026-02-22,Central U17 Championship 2026 - Mens,foil,de,Chay Lewis,Hutt Valley Fencing Club,David Jokuti,South Wellington Fencing Club,5,15,QF,Mens,12722,12241
2026-02-22,Central U17 Championship 2026 - Mens,epee,de,Jeremy Lin,Auckland Grammar School Fencing,Finley Diorio,South Wellington Fencing Club,15,14,Final,Mens,12228,12243
2026-02-22,Central U17 Championship 2026 - Mens,epee,de,Jeremy Lin,Auckland Grammar School Fencing,Corey Stephenson,Hawkes Bay Blades,15,9,SF,Mens,12228,12561
2026-02-22,Central U17 Championship 2026 - Mens,epee,de,Shawn YuChen Li,JYD Swords Club,Finley Diorio,South Wellington Fencing Club,9,15,SF,Mens,12702,12243
2026-02-22,Central U17 Championship 2026 - Mens,epee,de,Jeremy Lin,Auckland Grammar School Fencing,Luca Van Tilburg,Hawke's Bay Blades,15,14,QF,Mens,12228,12677
2026-02-22,Central U17 Championship 2026 - Mens,epee,de,Corey Stephenson,Hawkes Bay Blades,Victor Hao Shan,JYD Swords Club,15,11,QF,Mens,12561,12715
2026-02-22,Central U17 Championship 2026 - Mens,epee,de,Shawn YuChen Li,JYD Swords Club,William Hardman,Hawke's Bay Blades,15,12,QF,Mens,12702,12678
2026-02-22,Central U17 Championship 2026 - Mens,epee,de,Cole Faalogo,Hawke's Bay Blades,Finley Diorio,South Wellington Fencing Club,8,15,QF,Mens,12676,12243
2026-02-22,Central U17 Championship 2026 - Mens,epee,de,Yanxi Li,Wellington Swords Club,Luca Van Tilburg,Hawke's Bay Blades,13,15,T16,Mens,12714,12677
2026-02-22,Central U17 Championship 2026 - Mens,sabre,de,Sean Eagle,Hawkes Bay Blades,Alex Chen,Hutt Valley Fencing Club,15,14,Final,Mens,12321,12423
2026-02-22,Central U17 Championship 2026 - Mens,sabre,de,Sean Eagle,Hawkes Bay Blades,Ben Huntley,Hawkes Bay Blades,15,4,SF,Mens,12321,12643
2026-02-22,Central U17 Championship 2026 - Mens,sabre,de,Aiden Hanham,Hawkes Bay Blades,Alex Chen,Hutt Valley Fencing Club,10,15,SF,Mens,12535,12423
2026-02-22,Central U17 Championship 2026 - Womens,foil,pool,XinRui Yuan,WEL Fencing,Sarah Zhou,WEL Fencing Club,5,1,,Womens,12629,12559
2026-02-22,Central U17 Championship 2026 - Womens,foil,pool,XinRui Yuan,WEL Fencing,Cassandra Gibson,Hutt Valley Fencing Club,5,2,,Womens,12629,12378
2026-02-22,Central U17 Championship 2026 - Womens,foil,pool,XinRui Yuan,WEL Fencing,Amelia Ho,WEL Fencing Club,4,5,,Womens,12629,12558
2026-02-22,Central U17 Championship 2026 - Womens,foil,pool,XinRui Yuan,WEL Fencing,Caitlin Liang,Hutt Valley Fencing Club,5,2,,Womens,12629,12617
2026-02-22,Central U17 Championship 2026 - Womens,foil,pool,XinRui Yuan,WEL Fencing,Genevieve Kirkby-Swain,Pulse Fencing,5,3,,Womens,12629,12296
2026-02-22,Central U17 Championship 2026 - Womens,foil,pool,Amelia Ho,WEL Fencing Club,Sarah Zhou,WEL Fencing Club,5,0,,Womens,12558,12559
2026-02-22,Central U17 Championship 2026 - Womens,foil,pool,Amelia Ho,WEL Fencing Club,Cassandra Gibson,Hutt Valley Fencing Club,5,1,,Womens,12558,12378
2026-02-22,Central U17 Championship 2026 - Womens,foil,pool,Amelia Ho,WEL Fencing Club,Caitlin Liang,Hutt Valley Fencing Club,5,1,,Womens,12558,12617
2026-02-22,Central U17 Championship 2026 - Womens,foil,pool,Amelia Ho,WEL Fencing Club,Genevieve Kirkby-Swain,Pulse Fencing,5,2,,Womens,12558,12296
2026-02-22,Central U17 Championship 2026 - Womens,foil,pool,Sarah Zhou,WEL Fencing Club,Cassandra Gibson,Hutt Valley Fencing Club,4,5,,Womens,12559,12378
2026-02-22,Central U17 Championship 2026 - Womens,foil,pool,Sarah Zhou,WEL Fencing Club,Caitlin Liang,Hutt Valley Fencing Club,5,4,,Womens,12559,12617
2026-02-22,Central U17 Championship 2026 - Womens,foil,pool,Sarah Zhou,WEL Fencing Club,Genevieve Kirkby-Swain,Pulse Fencing,3,5,,Womens,12559,12296
2026-02-22,Central U17 Championship 2026 - Womens,foil,pool,Cassandra Gibson,Hutt Valley Fencing Club,Caitlin Liang,Hutt Valley Fencing Club,5,1,,Womens,12378,12617
2026-02-22,Central U17 Championship 2026 - Womens,foil,pool,Cassandra Gibson,Hutt Valley Fencing Club,Genevieve Kirkby-Swain,Pulse Fencing,3,5,,Womens,12378,12296
2026-02-22,Central U17 Championship 2026 - Womens,foil,pool,Caitlin Liang,Hutt Valley Fencing Club,Genevieve Kirkby-Swain,Pulse Fencing,1,5,,Womens,12617,12296
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Alice Yan,JYD Swords Club,Michaela Hoggard,FAHS Sabres Fencing Club,5,2,,Womens,12600,12419
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Alice Yan,JYD Swords Club,Laika Stafford,Wellington Swords Club,1,5,,Womens,12600,12101
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Alice Yan,JYD Swords Club,Ivy Liu,JYD Swords Club,5,4,,Womens,12600,12599
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Alice Yan,JYD Swords Club,Yiran Guo,Wellington Swords Club,1,5,,Womens,12600,12418
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Alice Yan,JYD Swords Club,Harriet Mein,Wellington East Girls College,4,5,,Womens,12600,12571
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Ivy Liu,JYD Swords Club,Yiran Guo,Wellington Swords Club,4,5,,Womens,12599,12418
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Ivy Liu,JYD Swords Club,Michaela Hoggard,FAHS Sabres Fencing Club,3,5,,Womens,12599,12419
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Ivy Liu,JYD Swords Club,Laika Stafford,Wellington Swords Club,3,5,,Womens,12599,12101
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Ivy Liu,JYD Swords Club,Harriet Mein,Wellington East Girls College,5,2,,Womens,12599,12571
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Yiran Guo,Wellington Swords Club,Michaela Hoggard,FAHS Sabres Fencing Club,5,1,,Womens,12418,12419
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Yiran Guo,Wellington Swords Club,Laika Stafford,Wellington Swords Club,5,4,,Womens,12418,12101
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Yiran Guo,Wellington Swords Club,Harriet Mein,Wellington East Girls College,5,3,,Womens,12418,12571
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Harriet Mein,Wellington East Girls College,Michaela Hoggard,FAHS Sabres Fencing Club,5,4,,Womens,12571,12419
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Harriet Mein,Wellington East Girls College,Laika Stafford,Wellington Swords Club,1,5,,Womens,12571,12101
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Michaela Hoggard,FAHS Sabres Fencing Club,Laika Stafford,Wellington Swords Club,3,5,,Womens,12419,12101
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Elodie Lloyd-Dent,Wellington Swords Club,Selina Yap,Wellington Swords Club,4,5,,Womens,12723,12724
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Elodie Lloyd-Dent,Wellington Swords Club,Olivia Hanqi Fu,JYD Swords,1,5,,Womens,12723,12606
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Elodie Lloyd-Dent,Wellington Swords Club,Yilia Wang,JYD Swords Club,1,5,,Womens,12723,12598
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Elodie Lloyd-Dent,Wellington Swords Club,Cassandra Gibson,Hutt Valley Fencing Club,4,5,,Womens,12723,12378
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Selina Yap,Wellington Swords Club,Olivia Hanqi Fu,JYD Swords,5,3,,Womens,12724,12606
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Selina Yap,Wellington Swords Club,Yilia Wang,JYD Swords Club,0,5,,Womens,12724,12598
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Selina Yap,Wellington Swords Club,Cassandra Gibson,Hutt Valley Fencing Club,3,5,,Womens,12724,12378
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Olivia Hanqi Fu,JYD Swords,Yilia Wang,JYD Swords Club,0,5,,Womens,12606,12598
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Olivia Hanqi Fu,JYD Swords,Cassandra Gibson,Hutt Valley Fencing Club,2,5,,Womens,12606,12378
2026-02-22,Central U17 Championship 2026 - Womens,epee,pool,Yilia Wang,JYD Swords Club,Cassandra Gibson,Hutt Valley Fencing Club,5,4,,Womens,12598,12378
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Lily Fothergill,Hawke's Bay Blades,Florence Patel-Gaunt,Hawkes Bay Blades,2,5,,Womens,12545,12184
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Lily Fothergill,Hawke's Bay Blades,Michaela Hoggard,FAHS Sabres Fencing Club,3,5,,Womens,12545,12419
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Lily Fothergill,Hawke's Bay Blades,Rapai Scanlon,FAHS Sabres Fencing Club,5,3,,Womens,12545,12680
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Lily Fothergill,Hawke's Bay Blades,Cassandra Gibson,Hutt Valley Fencing Club,0,5,,Womens,12545,12378
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Lily Fothergill,Hawke's Bay Blades,Maria Sanders,FAHS Sabres Fencing Club,5,3,,Womens,12545,12665
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Lily Fothergill,Hawke's Bay Blades,Temperance Ekdahl-Rodgers,FAHS Sabres Fencing Club,5,3,,Womens,12545,12420
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Lily Fothergill,Hawke's Bay Blades,Amelia Cain,Hawkes Bay Blades,4,5,,Womens,12545,12183
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Lily Fothergill,Hawke's Bay Blades,Lelah Faalogo,Hawke's Bay Blades,4,5,,Womens,12545,12546
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Florence Patel-Gaunt,Hawkes Bay Blades,Rapai Scanlon,FAHS Sabres Fencing Club,5,1,,Womens,12184,12680
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Florence Patel-Gaunt,Hawkes Bay Blades,Cassandra Gibson,Hutt Valley Fencing Club,5,2,,Womens,12184,12378
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Florence Patel-Gaunt,Hawkes Bay Blades,Maria Sanders,FAHS Sabres Fencing Club,5,2,,Womens,12184,12665
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Florence Patel-Gaunt,Hawkes Bay Blades,Temperance Ekdahl-Rodgers,FAHS Sabres Fencing Club,5,0,,Womens,12184,12420
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Florence Patel-Gaunt,Hawkes Bay Blades,Amelia Cain,Hawkes Bay Blades,1,5,,Womens,12184,12183
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Florence Patel-Gaunt,Hawkes Bay Blades,Lelah Faalogo,Hawke's Bay Blades,5,3,,Womens,12184,12546
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Florence Patel-Gaunt,Hawkes Bay Blades,Michaela Hoggard,FAHS Sabres Fencing Club,5,2,,Womens,12184,12419
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Michaela Hoggard,FAHS Sabres Fencing Club,Rapai Scanlon,FAHS Sabres Fencing Club,2,5,,Womens,12419,12680
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Michaela Hoggard,FAHS Sabres Fencing Club,Cassandra Gibson,Hutt Valley Fencing Club,4,5,,Womens,12419,12378
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Michaela Hoggard,FAHS Sabres Fencing Club,Maria Sanders,FAHS Sabres Fencing Club,5,2,,Womens,12419,12665
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Michaela Hoggard,FAHS Sabres Fencing Club,Temperance Ekdahl-Rodgers,FAHS Sabres Fencing Club,2,5,,Womens,12419,12420
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Michaela Hoggard,FAHS Sabres Fencing Club,Amelia Cain,Hawkes Bay Blades,4,5,,Womens,12419,12183
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Michaela Hoggard,FAHS Sabres Fencing Club,Lelah Faalogo,Hawke's Bay Blades,4,5,,Womens,12419,12546
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Rapai Scanlon,FAHS Sabres Fencing Club,Cassandra Gibson,Hutt Valley Fencing Club,3,5,,Womens,12680,12378
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Rapai Scanlon,FAHS Sabres Fencing Club,Maria Sanders,FAHS Sabres Fencing Club,5,3,,Womens,12680,12665
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Rapai Scanlon,FAHS Sabres Fencing Club,Temperance Ekdahl-Rodgers,FAHS Sabres Fencing Club,1,5,,Womens,12680,12420
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Rapai Scanlon,FAHS Sabres Fencing Club,Amelia Cain,Hawkes Bay Blades,0,5,,Womens,12680,12183
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Rapai Scanlon,FAHS Sabres Fencing Club,Lelah Faalogo,Hawke's Bay Blades,3,5,,Womens,12680,12546
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Cassandra Gibson,Hutt Valley Fencing Club,Lelah Faalogo,Hawke's Bay Blades,5,4,,Womens,12378,12546
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Cassandra Gibson,Hutt Valley Fencing Club,Maria Sanders,FAHS Sabres Fencing Club,2,5,,Womens,12378,12665
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Cassandra Gibson,Hutt Valley Fencing Club,Temperance Ekdahl-Rodgers,FAHS Sabres Fencing Club,3,5,,Womens,12378,12420
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Cassandra Gibson,Hutt Valley Fencing Club,Amelia Cain,Hawkes Bay Blades,1,5,,Womens,12378,12183
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Maria Sanders,FAHS Sabres Fencing Club,Temperance Ekdahl-Rodgers,FAHS Sabres Fencing Club,1,5,,Womens,12665,12420
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Maria Sanders,FAHS Sabres Fencing Club,Lelah Faalogo,Hawke's Bay Blades,1,5,,Womens,12665,12546
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Maria Sanders,FAHS Sabres Fencing Club,Amelia Cain,Hawkes Bay Blades,5,3,,Womens,12665,12183
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Temperance Ekdahl-Rodgers,FAHS Sabres Fencing Club,Lelah Faalogo,Hawke's Bay Blades,3,5,,Womens,12420,12546
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Temperance Ekdahl-Rodgers,FAHS Sabres Fencing Club,Amelia Cain,Hawkes Bay Blades,2,5,,Womens,12420,12183
2026-02-22,Central U17 Championship 2026 - Womens,sabre,pool,Amelia Cain,Hawkes Bay Blades,Lelah Faalogo,Hawke's Bay Blades,5,3,,Womens,12183,12546
2026-02-22,Central U17 Championship 2026 - Womens,foil,de,Sarah Zhou,WEL Fencing Club,XinRui Yuan,WEL Fencing,6,15,Final,Womens,12559,12629
2026-02-22,Central U17 Championship 2026 - Womens,foil,de,Amelia Ho,WEL Fencing Club,Sarah Zhou,WEL Fencing Club,10,15,SF,Womens,12558,12559
2026-02-22,Central U17 Championship 2026 - Womens,foil,de,Genevieve Kirkby-Swain,Pulse Fencing,XinRui Yuan,WEL Fencing,9,15,SF,Womens,12296,12629
2026-02-22,Central U17 Championship 2026 - Womens,foil,de,Sarah Zhou,WEL Fencing Club,Cassandra Gibson,Hutt Valley Fencing Club,15,9,QF,Womens,12559,12378
2026-02-22,Central U17 Championship 2026 - Womens,foil,de,Genevieve Kirkby-Swain,Pulse Fencing,Caitlin Liang,Hutt Valley Fencing Club,15,2,QF,Womens,12296,12617
2026-02-22,Central U17 Championship 2026 - Womens,epee,de,Cassandra Gibson,Hutt Valley Fencing Club,Laika Stafford,Wellington Swords Club,15,6,Final,Womens,12378,12101
2026-02-22,Central U17 Championship 2026 - Womens,epee,de,Yilia Wang,JYD Swords Club,Cassandra Gibson,Hutt Valley Fencing Club,11,15,SF,Womens,12598,12378
2026-02-22,Central U17 Championship 2026 - Womens,epee,de,Laika Stafford,Wellington Swords Club,Yiran Guo,Wellington Swords Club,15,8,SF,Womens,12101,12418
2026-02-22,Central U17 Championship 2026 - Womens,epee,de,Yilia Wang,JYD Swords Club,Ivy Liu,JYD Swords Club,15,3,QF,Womens,12598,12599
2026-02-22,Central U17 Championship 2026 - Womens,epee,de,Selina Yap,Wellington Swords Club,Cassandra Gibson,Hutt Valley Fencing Club,1,15,QF,Womens,12724,12378
2026-02-22,Central U17 Championship 2026 - Womens,epee,de,Laika Stafford,Wellington Swords Club,Elodie Lloyd-Dent,Wellington Swords Club,6,6,QF,Womens,12101,12723
2026-02-22,Central U17 Championship 2026 - Womens,epee,de,Michaela Hoggard,FAHS Sabres Fencing Club,Yiran Guo,Wellington Swords Club,13,15,QF,Womens,12419,12418
2026-02-22,Central U17 Championship 2026 - Womens,epee,de,Ivy Liu,JYD Swords Club,Olivia Hanqi Fu,JYD Swords,15,14,T16,Womens,12599,12606
2026-02-22,Central U17 Championship 2026 - Womens,epee,de,Elodie Lloyd-Dent,Wellington Swords Club,Alice Yan,JYD Swords Club,15,14,T16,Womens,12723,12600
2026-02-22,Central U17 Championship 2026 - Womens,epee,de,Harriet Mein,Wellington East Girls College,Michaela Hoggard,FAHS Sabres Fencing Club,12,15,T16,Womens,12571,12419
2026-02-22,Central U17 Championship 2026 - Womens,sabre,de,Florence Patel-Gaunt,Hawkes Bay Blades,Amelia Cain,Hawkes Bay Blades,12,15,Final,Womens,12184,12183
2026-02-22,Central U17 Championship 2026 - Womens,sabre,de,Florence Patel-Gaunt,Hawkes Bay Blades,Temperance Ekdahl-Rodgers,FAHS Sabres Fencing Club,15,1,SF,Womens,12184,12420
2026-02-22,Central U17 Championship 2026 - Womens,sabre,de,Lelah Faalogo,Hawke's Bay Blades,Amelia Cain,Hawkes Bay Blades,6,15,SF,Womens,12546,12183
2026-02-22,Central U17 Championship 2026 - Womens,sabre,de,Florence Patel-Gaunt,Hawkes Bay Blades,Maria Sanders,FAHS Sabres Fencing Club,15,8,QF,Womens,12184,12665
2026-02-22,Central U17 Championship 2026 - Womens,sabre,de,Cassandra Gibson,Hutt Valley Fencing Club,Temperance Ekdahl-Rodgers,FAHS Sabres Fencing Club,10,15,QF,Womens,12378,12420
2026-02-22,Central U17 Championship 2026 - Womens,sabre,de,Lelah Faalogo,Hawke's Bay Blades,Lily Fothergill,Hawke's Bay Blades,15,12,QF,Womens,12546,12545
2026-02-22,Central U17 Championship 2026 - Womens,sabre,de,Michaela Hoggard,FAHS Sabres Fencing Club,Amelia Cain,Hawkes Bay Blades,4,15,QF,Womens,12419,12183
2026-02-22,Central U17 Championship 2026 - Womens,sabre,de,Rapai Scanlon,FAHS Sabres Fencing Club,Maria Sanders,FAHS Sabres Fencing Club,11,15,T16,Womens,12680,12665
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Henry Frizelle,J F Fencing School,Evan Wu,J F Fencing School,1,5,,Mens,12726,12595
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Henry Frizelle,J F Fencing School,Kyle Zhang,J F Fencing School,5,4,,Mens,12726,12729
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Henry Frizelle,J F Fencing School,Guanhan Zhao,J F Fencing School,1,5,,Mens,12726,12596
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Henry Frizelle,J F Fencing School,Vincent Yam,Pulse Fencing Club,5,0,,Mens,12726,12728
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Henry Frizelle,J F Fencing School,Jiuqing Michael Yan,Pulse Fencing,1,5,,Mens,12726,12593
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Henry Frizelle,J F Fencing School,Jason Nie,Pulse Fencing Club,4,5,,Mens,12726,12727
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Henry Frizelle,J F Fencing School,Nanshan Suo,NZ Academy of Fencing,3,5,,Mens,12726,12725
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Henry Frizelle,J F Fencing School,Eddie Chen,NZ Academy of Fencing,0,5,,Mens,12726,12123
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Kyle Zhang,J F Fencing School,Evan Wu,J F Fencing School,4,5,,Mens,12729,12595
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Kyle Zhang,J F Fencing School,Jiuqing Michael Yan,Pulse Fencing,2,5,,Mens,12729,12593
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Kyle Zhang,J F Fencing School,Jason Nie,Pulse Fencing Club,5,2,,Mens,12729,12727
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Kyle Zhang,J F Fencing School,Nanshan Suo,NZ Academy of Fencing,2,5,,Mens,12729,12725
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Kyle Zhang,J F Fencing School,Eddie Chen,NZ Academy of Fencing,5,3,,Mens,12729,12123
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Kyle Zhang,J F Fencing School,Guanhan Zhao,J F Fencing School,3,5,,Mens,12729,12596
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Kyle Zhang,J F Fencing School,Vincent Yam,Pulse Fencing Club,5,4,,Mens,12729,12728
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Guanhan Zhao,J F Fencing School,Evan Wu,J F Fencing School,1,5,,Mens,12596,12595
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Guanhan Zhao,J F Fencing School,Vincent Yam,Pulse Fencing Club,5,2,,Mens,12596,12728
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Guanhan Zhao,J F Fencing School,Jiuqing Michael Yan,Pulse Fencing,0,5,,Mens,12596,12593
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Guanhan Zhao,J F Fencing School,Jason Nie,Pulse Fencing Club,5,1,,Mens,12596,12727
2026-03-01,North U15 Championships 2026 - Mens,foil,pool,Guanhan Zhao,J F Fencing School,Nanshan Suo,NZ Academy of Fencing,2,5,,Mens,12596,12725
