date,competition,weapon,bout_type,fencer_a,club_a,fencer_b,club_b,score_a,score_b,de_round,gender,fencer_a_uid,fencer_b_uid
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,pool,Flynn Mcbride,Cashmere High,Matthew Clease,The Fencing Institute,4,5,,Mens,12364,12258
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,pool,Flynn Mcbride,Cashmere High,Kwun Yat Zeng,The Fencing Institute,2,5,,Mens,12364,12367
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,pool,Flynn Mcbride,Cashmere High,Max Wu,The Fencing Institute,5,3,,Mens,12364,12369
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,pool,Flynn Mcbride,Cashmere High,Zeyad Elmallah,Piwakawaka Fencing Club,2,5,,Mens,12364,12135
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,pool,Flynn Mcbride,Cashmere High,Sabre Evans,United Fencing Club,5,4,,Mens,12364,12368
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,pool,Matthew Clease,The Fencing Institute,Kwun Yat Zeng,The Fencing Institute,4,5,,Mens,12258,12367
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,pool,Matthew Clease,The Fencing Institute,Max Wu,The Fencing Institute,1,5,,Mens,12258,12369
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,pool,Matthew Clease,The Fencing Institute,Zeyad Elmallah,Piwakawaka Fencing Club,1,5,,Mens,12258,12135
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,pool,Matthew Clease,The Fencing Institute,Sabre Evans,United Fencing Club,3,5,,Mens,12258,12368
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,pool,Kwun Yat Zeng,The Fencing Institute,Max Wu,The Fencing Institute,5,1,,Mens,12367,12369
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,pool,Kwun Yat Zeng,The Fencing Institute,Zeyad Elmallah,Piwakawaka Fencing Club,5,4,,Mens,12367,12135
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,pool,Kwun Yat Zeng,The Fencing Institute,Sabre Evans,United Fencing Club,5,4,,Mens,12367,12368
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,pool,Max Wu,The Fencing Institute,Zeyad Elmallah,Piwakawaka Fencing Club,4,5,,Mens,12369,12135
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,pool,Max Wu,The Fencing Institute,Sabre Evans,United Fencing Club,2,5,,Mens,12369,12368
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,pool,Zeyad Elmallah,Piwakawaka Fencing Club,Sabre Evans,United Fencing Club,3,5,,Mens,12135,12368
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,pool,Noah Grossmith,Piwakawaka Fencing Club,William Mcneil,Piwakawaka Fencing Club,5,2,,Mens,11641,11888
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,pool,Noah Grossmith,Piwakawaka Fencing Club,Flynn Mcbride,Cashmere High,5,0,,Mens,11641,12364
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,pool,Noah Grossmith,Piwakawaka Fencing Club,Newmann Hao,Christs College,5,0,,Mens,11641,12340
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,pool,Noah Grossmith,Piwakawaka Fencing Club,Zeyad Elmallah,Piwakawaka Fencing Club,5,1,,Mens,11641,12135
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,pool,Noah Grossmith,Piwakawaka Fencing Club,Tom Eyre-Walker,The Fencing Institute,5,2,,Mens,11641,12227
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,pool,William Mcneil,Piwakawaka Fencing Club,Flynn Mcbride,Cashmere High,5,3,,Mens,11888,12364
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,pool,William Mcneil,Piwakawaka Fencing Club,Newmann Hao,Christs College,5,1,,Mens,11888,12340
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,pool,William Mcneil,Piwakawaka Fencing Club,Zeyad Elmallah,Piwakawaka Fencing Club,5,0,,Mens,11888,12135
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,pool,William Mcneil,Piwakawaka Fencing Club,Tom Eyre-Walker,The Fencing Institute,5,2,,Mens,11888,12227
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,pool,Flynn Mcbride,Cashmere High,Newmann Hao,Christs College,2,5,,Mens,12364,12340
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,pool,Flynn Mcbride,Cashmere High,Zeyad Elmallah,Piwakawaka Fencing Club,2,5,,Mens,12364,12135
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,pool,Flynn Mcbride,Cashmere High,Tom Eyre-Walker,The Fencing Institute,2,5,,Mens,12364,12227
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,pool,Newmann Hao,Christs College,Zeyad Elmallah,Piwakawaka Fencing Club,0,5,,Mens,12340,12135
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,pool,Newmann Hao,Christs College,Tom Eyre-Walker,The Fencing Institute,2,5,,Mens,12340,12227
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,pool,Zeyad Elmallah,Piwakawaka Fencing Club,Tom Eyre-Walker,The Fencing Institute,2,4,,Mens,12135,12227
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,de,Kwun Yat Zeng,The Fencing Institute,Sabre Evans,United Fencing Club,11,15,Final,Mens,12367,12368
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,de,Kwun Yat Zeng,The Fencing Institute,Flynn Mcbride,Cashmere High,15,11,SF,Mens,12367,12364
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,de,Zeyad Elmallah,Piwakawaka Fencing Club,Sabre Evans,United Fencing Club,12,15,SF,Mens,12135,12368
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,de,Max Wu,The Fencing Institute,Flynn Mcbride,Cashmere High,11,15,QF,Mens,12369,12364
2024-02-17,MidSouth Secondary Schools 2024 - Mens,foil,de,Zeyad Elmallah,Piwakawaka Fencing Club,Matthew Clease,The Fencing Institute,15,2,QF,Mens,12135,12258
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,de,Noah Grossmith,Piwakawaka Fencing Club,William Mcneil,Piwakawaka Fencing Club,14,15,Final,Mens,11641,11888
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,de,Noah Grossmith,Piwakawaka Fencing Club,Zeyad Elmallah,Piwakawaka Fencing Club,15,11,SF,Mens,11641,12135
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,de,Tom Eyre-Walker,The Fencing Institute,William Mcneil,Piwakawaka Fencing Club,11,15,SF,Mens,12227,11888
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,de,Newmann Hao,Christs College,Zeyad Elmallah,Piwakawaka Fencing Club,3,15,QF,Mens,12340,12135
2024-02-17,MidSouth Secondary Schools 2024 - Mens,epee,de,Tom Eyre-Walker,The Fencing Institute,Flynn Mcbride,Cashmere High,15,4,QF,Mens,12227,12364
2024-02-17,MidSouth Secondary Schools 2024 - Mens,sabre,de,I-Tung Liu,,Kwun Yat Zeng,The Fencing Institute,15,3,Final,Mens,,12367
2024-02-17,MidSouth Secondary Schools 2024 - Womens,foil,pool,Sophia Righton,The Fencing Institute,Yao Wang,The Fencing Institute,1,5,,Womens,12251,12371
2024-02-17,MidSouth Secondary Schools 2024 - Womens,foil,pool,Sophia Righton,The Fencing Institute,I-Tung Liu,The Fencing Institute,3,5,,Womens,12251,12370
2024-02-17,MidSouth Secondary Schools 2024 - Womens,foil,pool,Sophia Righton,The Fencing Institute,Olivia Cane,The Fencing Institute,5,1,,Womens,12251,12346
2024-02-17,MidSouth Secondary Schools 2024 - Womens,foil,pool,Yao Wang,The Fencing Institute,I-Tung Liu,The Fencing Institute,5,0,,Womens,12371,12370
2024-02-17,MidSouth Secondary Schools 2024 - Womens,foil,pool,Yao Wang,The Fencing Institute,Olivia Cane,The Fencing Institute,5,0,,Womens,12371,12346
2024-02-17,MidSouth Secondary Schools 2024 - Womens,foil,pool,I-Tung Liu,The Fencing Institute,Olivia Cane,The Fencing Institute,5,2,,Womens,12370,12346
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,pool,Millie Sarjeant,Piwakawaka Fencing Club,Ida Clausen,Piwakawaka Fencing,5,2,,Womens,11890,12366
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,pool,Millie Sarjeant,Piwakawaka Fencing Club,Nikkie Wu,The Fencing Institute,5,3,,Womens,11890,12152
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,pool,Millie Sarjeant,Piwakawaka Fencing Club,Amie Callaghan,Piwakawaka Fencing Club,5,2,,Womens,11890,12143
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,pool,Millie Sarjeant,Piwakawaka Fencing Club,Emily Burt,Piwakawaka Fencing Club,2,5,,Womens,11890,12229
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,pool,Millie Sarjeant,Piwakawaka Fencing Club,Sadhbh Oneill,St Margaret's College,5,1,,Womens,11890,12365
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,pool,Nikkie Wu,The Fencing Institute,Ida Clausen,Piwakawaka Fencing,5,3,,Womens,12152,12366
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,pool,Nikkie Wu,The Fencing Institute,Amie Callaghan,Piwakawaka Fencing Club,5,4,,Womens,12152,12143
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,pool,Nikkie Wu,The Fencing Institute,Sadhbh Oneill,St Margaret's College,5,2,,Womens,12152,12365
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,pool,Nikkie Wu,The Fencing Institute,Emily Burt,Piwakawaka Fencing Club,4,5,,Womens,12152,12229
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,pool,Ida Clausen,Piwakawaka Fencing,Amie Callaghan,Piwakawaka Fencing Club,5,4,,Womens,12366,12143
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,pool,Ida Clausen,Piwakawaka Fencing,Emily Burt,Piwakawaka Fencing Club,1,5,,Womens,12366,12229
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,pool,Ida Clausen,Piwakawaka Fencing,Sadhbh Oneill,St Margaret's College,5,2,,Womens,12366,12365
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,pool,Amie Callaghan,Piwakawaka Fencing Club,Sadhbh Oneill,St Margaret's College,3,5,,Womens,12143,12365
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,pool,Amie Callaghan,Piwakawaka Fencing Club,Emily Burt,Piwakawaka Fencing Club,3,5,,Womens,12143,12229
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,pool,Emily Burt,Piwakawaka Fencing Club,Sadhbh Oneill,St Margaret's College,5,2,,Womens,12229,12365
2024-02-17,MidSouth Secondary Schools 2024 - Womens,foil,de,Yao Wang,The Fencing Institute,Sophia Righton,The Fencing Institute,15,7,Final,Womens,12371,12251
2024-02-17,MidSouth Secondary Schools 2024 - Womens,foil,de,Yao Wang,The Fencing Institute,Olivia Cane,The Fencing Institute,15,8,SF,Womens,12371,12346
2024-02-17,MidSouth Secondary Schools 2024 - Womens,foil,de,Sophia Righton,The Fencing Institute,I-Tung Liu,The Fencing Institute,15,13,SF,Womens,12251,12370
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,de,Emily Burt,Piwakawaka Fencing Club,Millie Sarjeant,Piwakawaka Fencing Club,10,15,Final,Womens,12229,11890
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,de,Emily Burt,Piwakawaka Fencing Club,Ida Clausen,Piwakawaka Fencing,15,7,SF,Womens,12229,12366
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,de,Nikkie Wu,The Fencing Institute,Millie Sarjeant,Piwakawaka Fencing Club,8,15,SF,Womens,12152,11890
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,de,Sadhbh Oneill,St Margaret's College,Ida Clausen,Piwakawaka Fencing,11,15,QF,Womens,12365,12366
2024-02-17,MidSouth Secondary Schools 2024 - Womens,epee,de,Nikkie Wu,The Fencing Institute,Amie Callaghan,Piwakawaka Fencing Club,15,14,QF,Womens,12152,12143
2024-02-17,MidSouth Secondary Schools 2024 - Womens,sabre,de,I-Tung Liu,The Fencing Institute,Kwun Yat Zeng,,15,3,Final,Womens,12370,
2024-02-24,Trefoil 2024 - Mens,foil,pool,Stephen Peterson,Wellington Swords Club,Lewis Carroll,,3,5,,Mens,10765,11828
2024-02-24,Trefoil 2024 - Mens,foil,pool,Stephen Peterson,Wellington Swords Club,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,5,1,,Mens,10765,12224
2024-02-24,Trefoil 2024 - Mens,foil,pool,Stephen Peterson,Wellington Swords Club,Jayden Liu,WEL Fencing Club,5,4,,Mens,10765,12311
2024-02-24,Trefoil 2024 - Mens,foil,pool,Stephen Peterson,Wellington Swords Club,Luis Liu,WELL Fencing Club,5,3,,Mens,10765,12242
2024-02-24,Trefoil 2024 - Mens,foil,pool,Stephen Peterson,Wellington Swords Club,Ethan Ho,WEL Fencing Club,5,0,,Mens,10765,12312
2024-02-24,Trefoil 2024 - Mens,foil,pool,Lewis Carroll,,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,4,5,,Mens,11828,12224
2024-02-24,Trefoil 2024 - Mens,foil,pool,Lewis Carroll,,Jayden Liu,WEL Fencing Club,4,5,,Mens,11828,12311
2024-02-24,Trefoil 2024 - Mens,foil,pool,Lewis Carroll,,Luis Liu,WELL Fencing Club,1,5,,Mens,11828,12242
2024-02-24,Trefoil 2024 - Mens,foil,pool,Lewis Carroll,,Ethan Ho,WEL Fencing Club,5,2,,Mens,11828,12312
2024-02-24,Trefoil 2024 - Mens,foil,pool,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,Jayden Liu,WEL Fencing Club,1,5,,Mens,12224,12311
2024-02-24,Trefoil 2024 - Mens,foil,pool,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,Luis Liu,WELL Fencing Club,5,2,,Mens,12224,12242
2024-02-24,Trefoil 2024 - Mens,foil,pool,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,Ethan Ho,WEL Fencing Club,0,5,,Mens,12224,12312
2024-02-24,Trefoil 2024 - Mens,foil,pool,Jayden Liu,WEL Fencing Club,Luis Liu,WELL Fencing Club,0,5,,Mens,12311,12242
2024-02-24,Trefoil 2024 - Mens,foil,pool,Jayden Liu,WEL Fencing Club,Ethan Ho,WEL Fencing Club,3,5,,Mens,12311,12312
2024-02-24,Trefoil 2024 - Mens,foil,pool,Luis Liu,WELL Fencing Club,Ethan Ho,WEL Fencing Club,1,5,,Mens,12242,12312
2024-02-24,Trefoil 2024 - Mens,foil,pool,James Liang,Hutt Valley Fencing Club,Russell Johnson,Hutt Valley Fencing Club,1,5,,Mens,11830,10254
2024-02-24,Trefoil 2024 - Mens,foil,pool,James Liang,Hutt Valley Fencing Club,Arion Wang,Hutt Valley Swords Club,3,5,,Mens,11830,12069
2024-02-24,Trefoil 2024 - Mens,foil,pool,James Liang,Hutt Valley Fencing Club,Ethan Cui,WEL Fencing Club,0,5,,Mens,11830,11633
2024-02-24,Trefoil 2024 - Mens,foil,pool,James Liang,Hutt Valley Fencing Club,Adam Whiskin,Hutt Valley Fencing Club,4,5,,Mens,11830,11648
2024-02-24,Trefoil 2024 - Mens,foil,pool,Russell Johnson,Hutt Valley Fencing Club,Arion Wang,Hutt Valley Swords Club,5,3,,Mens,10254,12069
2024-02-24,Trefoil 2024 - Mens,foil,pool,Russell Johnson,Hutt Valley Fencing Club,Ethan Cui,WEL Fencing Club,5,2,,Mens,10254,11633
2024-02-24,Trefoil 2024 - Mens,foil,pool,Russell Johnson,Hutt Valley Fencing Club,Adam Whiskin,Hutt Valley Fencing Club,5,2,,Mens,10254,11648
2024-02-24,Trefoil 2024 - Mens,foil,pool,Arion Wang,Hutt Valley Swords Club,Ethan Cui,WEL Fencing Club,5,3,,Mens,12069,11633
2024-02-24,Trefoil 2024 - Mens,foil,pool,Arion Wang,Hutt Valley Swords Club,Adam Whiskin,Hutt Valley Fencing Club,5,2,,Mens,12069,11648
2024-02-24,Trefoil 2024 - Mens,foil,pool,Ethan Cui,WEL Fencing Club,Adam Whiskin,Hutt Valley Fencing Club,5,2,,Mens,11633,11648
2024-02-24,Trefoil 2024 - Mens,epee,pool,Grant Tweddle,Wellington Swords Club,Harry Bloomfield,Wellington Swords Club,0,5,,Mens,10335,11371
2024-02-24,Trefoil 2024 - Mens,epee,pool,Grant Tweddle,Wellington Swords Club,Liam James,Wellington Swords Club,5,4,,Mens,10335,10658
2024-02-24,Trefoil 2024 - Mens,epee,pool,Grant Tweddle,Wellington Swords Club,Jasper Smartt,FAHS Sabres Fencing Club,5,2,,Mens,10335,12360
2024-02-24,Trefoil 2024 - Mens,epee,pool,Grant Tweddle,Wellington Swords Club,Stephen Peterson,Wellington Swords Club,4,5,,Mens,10335,10765
2024-02-24,Trefoil 2024 - Mens,epee,pool,Harry Bloomfield,Wellington Swords Club,Liam James,Wellington Swords Club,3,4,,Mens,11371,10658
2024-02-24,Trefoil 2024 - Mens,epee,pool,Harry Bloomfield,Wellington Swords Club,Jasper Smartt,FAHS Sabres Fencing Club,5,2,,Mens,11371,12360
2024-02-24,Trefoil 2024 - Mens,epee,pool,Harry Bloomfield,Wellington Swords Club,Stephen Peterson,Wellington Swords Club,5,3,,Mens,11371,10765
2024-02-24,Trefoil 2024 - Mens,epee,pool,Liam James,Wellington Swords Club,Jasper Smartt,FAHS Sabres Fencing Club,5,1,,Mens,10658,12360
2024-02-24,Trefoil 2024 - Mens,epee,pool,Liam James,Wellington Swords Club,Stephen Peterson,Wellington Swords Club,5,3,,Mens,10658,10765
2024-02-24,Trefoil 2024 - Mens,epee,pool,Jasper Smartt,FAHS Sabres Fencing Club,Stephen Peterson,Wellington Swords Club,4,5,,Mens,12360,10765
2024-02-24,Trefoil 2024 - Mens,epee,pool,Simon Gibson,Hutt Valley Fencing Club,James Liang,Hutt Valley Fencing Club,4,5,,Mens,11603,11830
2024-02-24,Trefoil 2024 - Mens,epee,pool,Simon Gibson,Hutt Valley Fencing Club,Avinash Vellala,Wellington Swords Club,3,5,,Mens,11603,11835
2024-02-24,Trefoil 2024 - Mens,epee,pool,Simon Gibson,Hutt Valley Fencing Club,Lewis Carroll,,1,5,,Mens,11603,11828
2024-02-24,Trefoil 2024 - Mens,epee,pool,Simon Gibson,Hutt Valley Fencing Club,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,5,3,,Mens,11603,12224
2024-02-24,Trefoil 2024 - Mens,epee,pool,Simon Gibson,Hutt Valley Fencing Club,Nathan Mcknight,Wellington Swords Club,1,5,,Mens,11603,11464
2024-02-24,Trefoil 2024 - Mens,epee,pool,James Liang,Hutt Valley Fencing Club,Avinash Vellala,Wellington Swords Club,5,3,,Mens,11830,11835
2024-02-24,Trefoil 2024 - Mens,epee,pool,James Liang,Hutt Valley Fencing Club,Lewis Carroll,,5,4,,Mens,11830,11828
2024-02-24,Trefoil 2024 - Mens,epee,pool,James Liang,Hutt Valley Fencing Club,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,0,5,,Mens,11830,12224
2024-02-24,Trefoil 2024 - Mens,epee,pool,James Liang,Hutt Valley Fencing Club,Nathan Mcknight,Wellington Swords Club,3,5,,Mens,11830,11464
2024-02-24,Trefoil 2024 - Mens,epee,pool,Avinash Vellala,Wellington Swords Club,Lewis Carroll,,1,5,,Mens,11835,11828
2024-02-24,Trefoil 2024 - Mens,epee,pool,Avinash Vellala,Wellington Swords Club,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,5,3,,Mens,11835,12224
2024-02-24,Trefoil 2024 - Mens,epee,pool,Avinash Vellala,Wellington Swords Club,Nathan Mcknight,Wellington Swords Club,5,3,,Mens,11835,11464
2024-02-24,Trefoil 2024 - Mens,epee,pool,Lewis Carroll,,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,5,2,,Mens,11828,12224
2024-02-24,Trefoil 2024 - Mens,epee,pool,Lewis Carroll,,Nathan Mcknight,Wellington Swords Club,1,5,,Mens,11828,11464
2024-02-24,Trefoil 2024 - Mens,epee,pool,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,Nathan Mcknight,Wellington Swords Club,3,5,,Mens,12224,11464
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Aurelia Guendel,,Evgeny Zhlkin,,5,0,,Mens,,12422
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Jasper Smartt,FAHS Sabres Fencing Club,Evgeny Zhlkin,,4,5,,Mens,12360,12422
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Casper Howell,Hutt Valley Fencing Club,Evgeny Zhlkin,,5,1,,Mens,10993,12422
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Niamh Horsfall,,Evgeny Zhlkin,,5,3,,Mens,,12422
2024-02-24,Trefoil 2024 - Mens,sabre,pool,James Fa'Asalele,VUW,Evgeny Zhlkin,,5,2,,Mens,12144,12422
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Aurelia Guendel,,James Fa'Asalele,VUW,0,5,,Mens,,12144
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Jasper Smartt,FAHS Sabres Fencing Club,James Fa'Asalele,VUW,0,5,,Mens,12360,12144
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Casper Howell,Hutt Valley Fencing Club,James Fa'Asalele,VUW,5,3,,Mens,10993,12144
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Niamh Horsfall,,James Fa'Asalele,VUW,1,5,,Mens,,12144
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Aurelia Guendel,,Niamh Horsfall,,2,5,,Mens,,
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Jasper Smartt,FAHS Sabres Fencing Club,Niamh Horsfall,,5,1,,Mens,12360,
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Casper Howell,Hutt Valley Fencing Club,Niamh Horsfall,,5,0,,Mens,10993,
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Aurelia Guendel,,Casper Howell,Hutt Valley Fencing Club,1,5,,Mens,,10993
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Jasper Smartt,FAHS Sabres Fencing Club,Casper Howell,Hutt Valley Fencing Club,0,5,,Mens,12360,10993
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Aurelia Guendel,,Jasper Smartt,FAHS Sabres Fencing Club,5,4,,Mens,,12360
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Lewis Carroll,,Michael Atheros,VUW Swords Club,5,4,,Mens,11828,12182
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Daisy Hutton,,Michael Atheros,VUW Swords Club,1,5,,Mens,,12182
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Alex Chen,Hutt Valley Fencing Club,Michael Atheros,VUW Swords Club,1,5,,Mens,12423,12182
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Eliza Witteman,,Michael Atheros,VUW Swords Club,2,5,,Mens,,12182
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Benedict Simpson,Hutt Valley Fencing Club,Michael Atheros,VUW Swords Club,5,3,,Mens,10559,12182
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Lewis Carroll,,Benedict Simpson,Hutt Valley Fencing Club,3,5,,Mens,11828,10559
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Daisy Hutton,,Benedict Simpson,Hutt Valley Fencing Club,5,4,,Mens,,10559
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Alex Chen,Hutt Valley Fencing Club,Benedict Simpson,Hutt Valley Fencing Club,1,5,,Mens,12423,10559
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Eliza Witteman,,Benedict Simpson,Hutt Valley Fencing Club,2,5,,Mens,,10559
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Lewis Carroll,,Eliza Witteman,,5,2,,Mens,11828,
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Daisy Hutton,,Eliza Witteman,,5,3,,Mens,,
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Alex Chen,Hutt Valley Fencing Club,Eliza Witteman,,2,5,,Mens,12423,
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Lewis Carroll,,Alex Chen,Hutt Valley Fencing Club,5,3,,Mens,11828,12423
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Daisy Hutton,,Alex Chen,Hutt Valley Fencing Club,5,2,,Mens,,12423
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Lewis Carroll,,Daisy Hutton,,2,5,,Mens,11828,
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Henry Wang,FAHS Sabre Fencing Club,Daniel Ko,Hutt Valley Fencing Club,5,1,,Mens,12286,10930
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Fraser Rivers,,Daniel Ko,Hutt Valley Fencing Club,0,5,,Mens,12424,10930
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,Daniel Ko,Hutt Valley Fencing Club,0,5,,Mens,12224,10930
2024-02-24,Trefoil 2024 - Mens,sabre,pool,David Blackford,Victoria University,Daniel Ko,Hutt Valley Fencing Club,0,5,,Mens,12425,10930
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Henry Wang,FAHS Sabre Fencing Club,David Blackford,Victoria University,5,1,,Mens,12286,12425
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Fraser Rivers,,David Blackford,Victoria University,2,5,,Mens,12424,12425
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,David Blackford,Victoria University,0,5,,Mens,12224,12425
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Henry Wang,FAHS Sabre Fencing Club,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,5,2,,Mens,12286,12224
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Fraser Rivers,,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,2,5,,Mens,12424,12224
2024-02-24,Trefoil 2024 - Mens,sabre,pool,Henry Wang,FAHS Sabre Fencing Club,Fraser Rivers,,5,1,,Mens,12286,12424
2024-02-24,Trefoil 2024 - Mens,foil,de,Russell Johnson,Hutt Valley Fencing Club,Stephen Peterson,Wellington Swords Club,15,6,Final,Mens,10254,10765
2024-02-24,Trefoil 2024 - Mens,foil,de,Russell Johnson,Hutt Valley Fencing Club,Ethan Cui,WEL Fencing Club,15,14,SF,Mens,10254,11633
2024-02-24,Trefoil 2024 - Mens,foil,de,Arion Wang,Hutt Valley Swords Club,Stephen Peterson,Wellington Swords Club,11,15,SF,Mens,12069,10765
2024-02-24,Trefoil 2024 - Mens,foil,de,Russell Johnson,Hutt Valley Fencing Club,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,15,3,QF,Mens,10254,12224
2024-02-24,Trefoil 2024 - Mens,foil,de,Ethan Cui,WEL Fencing Club,Ethan Ho,WEL Fencing Club,15,5,QF,Mens,11633,12312
2024-02-24,Trefoil 2024 - Mens,foil,de,Arion Wang,Hutt Valley Swords Club,James Liang,Hutt Valley Fencing Club,15,11,QF,Mens,12069,11830
2024-02-24,Trefoil 2024 - Mens,foil,de,Lewis Carroll,,Stephen Peterson,Wellington Swords Club,9,15,QF,Mens,11828,10765
